,PDF_ID,Title,Publication Year
PDF13343,50397_8562,Waste polyethylene terephthalate (PET) plastics-derived activated carbon for CO2 capture: a route to a closed carbon loop,2020
PDF13344,31332_5171,Hydrothermal carbonization of activated sewage sludge over ammonia-treated Fenton sludge to produce hydrochar for clean fuel use,2020
PDF13345,59177_9104,A simple method for producing bio-based anode materials for lithium-ion batteries,2020
PDF13346,52222_8721,Hydrothermal carbonization of sewage sludge: effect of inorganic salts on hydrochar's physicochemical properties,2020
PDF13347,66792_10794,Dual potassium salt-assisted lyophilization of natural fibres for the high-yield synthesis of one-dimensional carbon microtubes for supercapacitors and the oxygen reduction reaction,2020
PDF13348,75456_12201,"Simultaneous adsorption of a ternary mixture of brilliant green, rhodamine B and methyl orange as artificial wastewater onto biochar from cocoa pod husk waste. Quantification of dyes using the derivative spectrophotometry method",2020
PDF13349,47555_7978,"Surface characterization study of corn-straw biochar catalysts for the simultaneous removal of HCN, COS, and CS2",2020
PDF13350,43876_7151,A cellulose dissolution and encapsulation strategy to prepare carbon nanospheres with ultra-small size and high nitrogen content for the oxygen reduction reaction,2020
PDF13351,100104_16364,Improved photoremoval performance of boron carbon nitride&#x2013;pyromellitic dianhydride composite toward tetracycline and Cr(vi) by itself to change the solution pH,2020
PDF13352,46803_7679,"Selective hydrogenation of acetylene on the PdLa@N-doped biochar catalyst surface: the evolution of active sites, catalytic performance, and mechanism",2020
PDF13353,40369_6566,Microwave assisted green synthesis of Fe2O3/biochar for ultrasonic removal of nonsteroidal anti-inflammatory pharmaceuticals,2020
PDF13354,49512_8178,A bifunctional CoP/N-doped porous carbon composite derived from a single source precursor for bisphenol A removal,2020
PDF13355,58654_9785,High-efficiency adsorption and regeneration of methylene blue and aniline onto activated carbon from waste edible fungus residue and its possible mechanism,2020
PDF13356,50401_8174,Biochar prepared from maize straw and molasses fermentation wastewater: application for soil improvement,2020
PDF13357,41713_6415,Fluorescence regional integration combined with parallel factor analysis to quantify fluorescencent spectra for dissolved organic matter released from manure biochars,2020
PDF13358,53458_8855,Synthesis of micro–mesoporous ZSM-5 zeolite with microcrystalline cellulose as co-template and catalytic cracking of polyolefin plastics,2020
PDF13359,55466_8716,Preparation of sulfonated carbon-based catalysts from murumuru kernel shell and their performance in the esterification reaction,2020
PDF13360,54655_8827,The contributions and mechanisms of iron-microbes-biochar in constructed wetlands for nitrate removal from low carbon/nitrogen ratio wastewater,2020
PDF13361,57902_9653,Ibuprofen sorptive efficacy of zirconium caged date seed derived steam activated alginate beads in a static bed column,2020
PDF13362,51307_8968,Onion-derived activated carbons with enhanced surface area for improved hydrogen storage and electrochemical energy application,2020
PDF13363,144937_22483,Challenges and opportunities of hydrothermal carbonisation in the UK; case study in Chirnside,2020
PDF13364,42240_6938,Chitin derived biochar for efficient capacitive deionization performance,2020
PDF13365,57676_9070,FeS–biochar and Zn(0)–biochar for remediation of redox-reactive contaminants,2020
PDF13366,40216_6408,Gamma-radiated biochar carbon for improved supercapacitor performance,2020
PDF13367,56723_9581,Preparation of biochar by mango peel and its adsorption characteristics of Cd(ii) in solution,2020
PDF13368,47992_7823,Mechanism of phosphate removal from aqueous solutions by biochar supported nanoscale zero-valent iron,2020
PDF13369,54410_9001,Hydrogen production via thermocatalytic decomposition of methane using carbon-based catalysts,2020
PDF13370,50043_8288,"A novel, recyclable magnetic biochar modified by chitosan–EDTA for the effective removal of Pb(ii) from aqueous solution",2020
PDF13371,50354_8260,Removal of abamectin and conventional pollutants in vertical flow constructed wetlands with Fe-modified biochar,2020
PDF13372,41716_6626,The synergetic effects of a multifunctional citric acid and rice husk derived honeycomb carbon matrix on a silicon anode for high-performance lithium ion batteries,2020
PDF13373,86183_13563,"Integrating anaerobic digestion, hydrothermal liquefaction, and biomethanation within a power-to-gas framework for dairy waste management and grid decarbonization: a techno-economic assessment",2020
PDF13374,47895_7705,Sustainable production of nano α-Fe2O3/N-doped biochar hybrid nanosheets for supercapacitors,2020
PDF13375,55292_9101,Application of highly stable biochar catalysts for efficient pyrolysis of plastics: a readily accessible potential solution to a global waste crisis,2020
PDF13376,81762_13938,Integrating anaerobic digestion and slow pyrolysis improves the product portfolio of a cocoa waste biorefinery,2020
PDF13377,76754_12286,"The impact of carbonate salts on char formation and gas evolution during the slow pyrolysis of biomass, cellulose, and lignin",2020
PDF13378,152892_23825,"Functional biobased hydrogels for the removal of aqueous hazardous pollutants: current status, challenges, and future perspectives",2020
PDF13379,63904_10185,Removal of Organic Pollutants from Effluent of Anaerobic Digester Using Hydrochars Produced from Faecal Simulant and Sewage Sludge,2020
PDF13380,46582_6189,Leaching Performance and Zinc Ions Removal from Industrial Slag Leachate Using Natural and Biochar Walnut Shell,2020
PDF13381,32947_5365,Low Cost Biomass Derived Biochar Amendment on Persistence and Sorption Behaviour of Flubendiamide in Soil,2020
PDF13382,54509_8661,"Application of biochar in agriculture and environment, and its safety issues",2020
PDF13383,59669_8909,Biochar application for environmental management and toxic pollutant remediation,2020
PDF13384,54335_8843,Evaluating biomas-derived biochar on seed germination and early seedling growth of maize and black gram,2020
PDF13385,94715_14982,"Valorizing biomass to engineered biochar and its impact on soil, plant, water, and microbial dynamics: a review",2020
PDF13386,51423_7470,Electrochemical Sensor Based on Beeswax and Carbon Black Thin Biofilms for Determination of Paraquat in Apis mellifera Honey,2020
PDF13387,55405_7684,Potentials and critiques of building a Southeast Asian interdisciplinary knowledge community on critical geoengineering studies,2020
PDF13388,54962_8798,11368_2019_2552_Article 1..11,2020
PDF13389,39608_5766,FSE-20038-DY 1..8,2020
PDF13390,58521_8535,Renewable Bio-Oil from Pyrolysis of Synechocystis and Scenedesmus Wild-Type Microalgae Biomass,2020
PDF13391,46738_7053,Desorption characteristics of phosphate and ammonium from sludge-based biochar,2020
PDF13392,81294_12530,Effects of pyrolysis temperature on production and physicochemical characterization of biochar derived from coconut fiber biomass through slow pyrolysis process,2020
PDF13393,93894_17160,Effects of biochar on soil fertility and crop productivity in arid regions: a review,2020
PDF13394,52117_7362,Different biochars as microbial immobilization substrates for efficient copper II removal,Not Found
PDF13395,47996_6998,Fate of nutrients during hydrothermal carbonization of biogenic municipal waste,2020
PDF13396,42082_6689,Investigation on Cadmium Ions Removal from Water by a Nanomagnetite Based Biochar Derived from Eleocharis Dulcis,2020
PDF13397,41096_6488,Direct reduction of copper slag-carbon composite pellets by coal and biochar,2020
PDF13398,37563_5543,Does biochar application enhance soil salinization risk in black soil of northeast China (a laboratory incubation experiment)?,2020
PDF13399,52779_8448,An effective biochar-based slow-release fertilizer for reducing nitrogen loss in paddy fields,2019
PDF13400,39918_6059,Three-dimensional electrodes enhance electricity generation and nitrogen removal of microbial fuel cells,2020
PDF13401,40650_6306,Drying process study of hydrothermal carbonized biomass,Not Found
PDF13402,52317_8422,Potential of Fish Pond Sediments Composts as Organic Fertilizers,2020
PDF13403,45949_7549,Removal of Sulfamethoxazole in Aqueous Solutions by Iron-Based Advanced Oxidation Processes: Performances and Mechanisms,2020
PDF13404,53118_8439,Rice straw addition and biological inoculation promote the maturation of aerobic compost of rice straw biogas residue,2019
PDF13405,66128_10387,Safety evaluation and ibuprofen removal via an Alternanthera philoxeroides-based biochar,2020
PDF13406,51273_8356,FSE-19129-DZW 1..13,2020
PDF13407,66855_10938,374_2020_1479_Article 1..14,2020
PDF13408,50127_7664,A study on fracture toughness of nano-structured carbon black-filled epoxy composites,2020
PDF13409,45022_7440,b'EJSS_Volume 60_Issue 3_Pages 277-288.pdf',2020
PDF13410,49498_7545,11356_2019_7246_Article 6036..6046,2020
PDF13411,48894_7492,Effect of Alternate Furrow Irrigation on Maize Productivity in Interaction with Different Irrigation,2020
PDF13412,46633_6873,Effect of Biochar and Compost Amendments on Soil Biochemical Properties and Dry Weight of Canola Pla,2020
PDF13413,39985_6226,Effect of Biochar and Poultry Litter Application on Chemical Properties and Nutrient Availability of,2020
PDF13414,48947_7153,Effect of Biochar on Seed Germination and Seedling Growth of Robinia pseudoacacia L. In Karst Calcar,2020
PDF13415,48614_7036,"Effect of Nano-MgO, Biochar and Humic Acid on Boron Stabilization in Soil in Bath and Leaching Colum",2020
PDF13416,45116_7058,b'Effect of Organic Residues and Their Derived Biochars on the Zinc and Copper Chemical Fractions and Some Chemical Properties of a Calcareous Soil.pdf',2020
PDF13417,63246_10425,"Effect of biochar, lime and soil test value based fertilizer application on soil fertility, nutrient uptake and yield of rice-cowpea cropping system in an acid soil of Karnataka",Not Found
PDF13418,48237_7378,Effect of biochar on soil structure and storage of soil organic carbon and nitrogen in the aggregate fractions of an Albic soil,2019
PDF13419,48628_7288,"Effect of conservation agriculture on selected soil physical properties on a haplic cambisol in Alice, Eastern Cape, South Africa",2020
PDF13420,37475_5790,untitled,2020
PDF13421,53384_8090,Effect of organic and inorganic amendments on growth indices and seed yield of red kidney bean (Phaseolus vulgaris) in competition with Amaranthus retroflexus,Not Found
PDF13422,49521_7311,Effect of some organic amendments on barley plants under saline condition,Not Found
PDF13423,48425_7145,Effect of wheat straw derived biochar on immobilization of Cd and Pb in single- and binary-metal contaminated soil,Not Found
PDF13424,36425_5365,Effective immobilisation of chromium in a polluted calcareous soil using modified biochar and bacterial inoculation,2020
PDF13425,32857_4865,Effects of Bacterial Inoculation to Immobilize Nickel in Wheat Grown on Ni-Contaminated Soil,Not Found
PDF13426,46934_7208,Effects of Biochar Rates on Yield and Nutrient Uptake of Sugar Beet Plants Grown under Drought Stres,2020
PDF13427,54625_7729,"Effects of biochar addition on the anaerobic digestion of carbohydrate-rich, protein-rich, and lipid",2020
PDF13428,43526_6379,Effects of biochar and litter on water relations of Japanese black pine (Pinus thunbergii) seedlings,2020
PDF13429,53733_8347,Effects of biochar and peat on salt-affected soil extract solution and wheat seedling germination in the Yellow River Delta,Not Found
PDF13430,70605_10647,"Effects of biochar and poultry manure on soil properties, growth, yield and quality of cocoyam (Xant",2020
PDF13431,50135_7842,Effects of biochar on cadmium (Cd) uptake in vegetables and its natural downward movement in saline-alkali soil,2020
PDF13432,39992_6369,Effects of co-pyrolysis of rice husk and sewage sludge on the bioavailability and environmental risks of Pb and Cd,2020
PDF13433,68181_10070,Effects of compost and biochar amendments on soil fertility and crop growth in a calcareous soil,Not Found
PDF13434,50021_7597,"Effects of different nitrogen fertilizer types and rates on cotton leaf senescence, yield and soil inorganic nitrogen",2020
PDF13435,62874_9976,Effects of different sources of silicon and irrigation regime on rice yield components and silicon dynamics in the plant and soil,Not Found
PDF13436,65392_9482,Effects of phosphate loaded LDH-biochar/hydrochar on maize dry matter and P uptake in a calcareous soil,2020
PDF13437,37716_5293,"Efficacy of biochar in removal of organic pesticide, Bentazone from watershed systems",Not Found
PDF13438,65667_11217,"Efficacy of using biochar, phosphorous and nitrogen fertilizers for improving maize yield and nitrogen use efficiencies under alkali clay soil",Not Found
PDF13439,58976_9098,Solid fraction of separated digestate as soil improver: implications for soil fertility and carbon sequestration,2020
PDF13440,60354_9650,Production of a biofertilizer from exhausted grape marc waste: agronomic and environmental impact on plant growth,2020
PDF13441,55127_7968,"Growth, Survival and Biomass Production of Barley in a Polluted Mine Soil Amended with Biochar and Animal Manure",2020
PDF13442,81265_14581,Enhanced Immobilization and Phytoremediation of Heavy Metals in Landfill Contaminated Soils,2020
PDF13443,52187_8449,Effects of rock phosphate added with farm yard manure or sugar juice residues on wheat growth and uptake of certain nutrients and heavy metals,2020
PDF13444,47524_7528,Hydrothermal carbonization of the filter bed  remained after filtration of olive mill wastewater on olive stones for biofuel application,2020
PDF13445,32395_4189,Facile method to prepare biochar–NiO nanocomposites as a promisor material for electrochemical energy storage devices,2019
PDF13446,90397_13399,"Energy, economic, and environmental impacts of sustainable biochar systems in rural China",Not Found
PDF13447,41777_6344,LCSS_A_1751193 1123..1135,2020
PDF13448,61638_9240,"Evaluation of fly ash, apatite and rice straw derived-biochar in varying combinations for in situ remediation of soils contaminated with multiple heavy metals",2020
PDF13449,53082_8086,Evaluation of nickel stabilization in a calcareous soil amended with biochars using mathematical ads,2020
PDF13450,54008_8273,"Evaluation of phytoremediation effects of chicken manure, urea and lemongrass on remediating a lead ",2020
PDF13451,39723_5588,Evaluation of the adsorption capacity of Cocos Nucifera shell derived biochar for basic dyes sequest,2020
PDF13452,53441_8220,Experimental investigation on the production of bio-oil from wheat straw,2020
PDF13453,58532_8246,Experimental research of biogas production by using a three-stage semi-continuous bioreactor with mo,2020
PDF13454,34938_4884,Experimental study on the cracking of tar derived from municipal solid waste gasification to produce,2020
PDF13455,136170_22203,"Application of biochar in advanced oxidation processes: supportive, adsorptive, and catalytic role",2020
PDF13456,56637_9034,Efficient Capture of Phosphate and Cadmium Using Biochar with Multifunctional Amino and Carboxylic Moieties: Kinetics and Mechanism,2020
PDF13457,51771_7645,"Biomass pyrolysis: past, present, and future",2018
PDF13458,36350_5364,b'Faizal.pdf',2020
PDF13459,40434_6527,Study on the pyrolysis properties of corn straw by TG–FTIR and TG–GC/MS,2020
PDF13460,38247_5898,Amidoximated orange peel as a specific uranium scavenger,2020
PDF13461,49835_7786,13399_2020_907_Article 1..13,2020
PDF13462,49302_7990,"Short-term impacts of biochar, tillage practices, and irrigation systems on nitrate and phosphorus concentrations in subsurface drainage water",2020
PDF13463,56175_9193,Phosphorus removal from aqueous solution using modified walnut and almond wooden shell and recycling as soil amendment,2020
PDF13464,47039_7112,b'Farhadi.pdf',2020
PDF13465,60021_9200,"A consortium of fungal isolates and biochar improved the phytoremediation potential of Jacaranda mimosifolia D. Don and reduced copper, manganese, and zinc leaching",2019
PDF13466,38856_6049,Integration of Seed Priming and Biochar Application Improves Drought Tolerance in Cowpea,2020
PDF13467,44462_6612,How can potatoes be smartly cultivated with biochar as a soil nutrient amendment technique in Atlantic Canada?,2020
PDF13468,29862_4489,Biotransformation and Degradation Pathway of Pyrene by Filamentous Soil Fungus Trichoderma sp. F03,2020
PDF13469,75063_11948,Higher biochar rate strongly reduced decomposition of soil organic matter to enhance C and N sequestration in nutrient-poor alkaline calcareous soil,2020
PDF13470,151723_20236,Strategies for mitigation of climate change: a review,2020
PDF13471,23860_3731,Biochar Modified by Nano-manganese Dioxide as Adsorbent and Oxidant for Oxytetracycline,2020
PDF13472,42764_6851,Effects of contrasting biochars on the leaching of inorganic nitrogen from soil,2019
PDF13473,57965_8106,Techno-Economic Assessment and Critical Properties Tuning of Activated Carbons from Pyrolyzed Sugarcane Bagasse,2019
PDF13474,35393_5428,Synthesis of Ag/Fe/CAC for colour and COD removal from methylene blue dye wastewater,2020
PDF13475,44714_7056,Effects of amendments and aided phytostabilization of an energy crop on the metal availability and leaching in mine tailings using a pot test,2020
PDF13476,41285_6537,Insights into facile synthesized pomelo biochar adsorbing thallium: potential remediation in agricultural soils,2020
PDF13477,37357_5852,Water retention models for soils mixed with waste residues: application of the modified van-Genuchten and Brooks-Corey models,2020
PDF13478,52038_7742,H2S Adsorption from Biogas with Thermal Treatment Residues,2020
PDF13479,36880_5918,Optimization of enzymatic degradation of dealginated kelp waste through response surface methodology,2019
PDF13480,71156_14148,How can biochar-based metal oxide nanocomposites counter salt toxicity in plants?,2020
PDF13481,63297_8739,Pyrolyzed waste stream and biochar performance evaluation in food waste anaerobic digestion,2020
PDF13482,30861_4396,Glucose fermentation with biochar-amended consortium: microbial consortium shift,2020
PDF13483,27353_4440,"Effect of Biochar on Soil Respiration from a Semi-evergreen, Moist Deciduous Forest Soil",2020
PDF13484,31838_4747,Biomass ashes as potent adsorbent for pesticide: prediction of adsorption capacity by artificial neural network,2020
PDF13485,56652_8930,Phytostabilisation on post-flotation sediment waste: mobility of heavy metals and stimulation of biochemical processes by mineral-organic mixtures,2020
PDF13486,59468_8756,Integrating anaerobic digestion and pyrolysis for treating digestates derived from sewage sludge and fat wastes,2020
PDF13487,123815_25065,Environmental applications of carbon-based materials: a review,2020
PDF13488,118101_17612,The mechanisms of biochar interactions with microorganisms in soil,2019
PDF13489,45006_6806,Greenhouse gas emissions of rice straw return varies with return depth and soil type in paddy systems of Northeast China,2020
PDF13490,55612_7865,11356_2018_2780_Article 1..11,2020
PDF13491,37292_5533,From agaric hydrogel to nitrogen-doped 3D porous carbon for high-performance Li–S batteries,2019
PDF13492,218584_33754,Valorization of digestates from urban or centralized biogas plants: a critical review,2020
PDF13493,62420_9763,12517_2020_5118_Article 1..14,2020
PDF13494,46579_7236,Performance and Microbial Community Analysis of Anaerobic Digestion of Vinegar Residue with Adding of Acetylene Black or Hydrochar,2019
PDF13495,29516_4572,11356_2020_8455_Article 18866..18874,2020
PDF13496,78907_12205,Combination of Biochar and Silica Fume as Partial Cement Replacement in Mortar: Performance Evaluation Under Normal and Elevated Temperature,2019
PDF13497,65102_10299,Mechanism of Cr(VI) uptake onto sagwan sawdust derived biochar and statistical optimization via response surface methodology,2020
PDF13498,85335_12586,Soil acidity challenges and the significance of liming and organic amendments in tropical agricultural lands with reference to Ethiopia,2020
PDF13499,45029_7288,Adsorption of organic contaminants on biochar colloids: effects of pyrolysis temperature and particle size,2020
PDF13500,37262_6006,Co-transport of biochar colloids with organic contaminants in soil column,2020
PDF13501,39462_6537,12517_2020_5477_Article 1..10,2020
PDF13502,119214_20593,Biochar as multi-purpose sustainable technology: experiences from projects in Tanzania,2020
PDF13503,31714_4917,SolfChem2006004Hantoro.fm,2020
PDF13504,54354_8556,Enhanced Heavy Metal Removal from Synthetic Stormwater Using Nanoscale Zerovalent Iron–Modified Biochar,2020
PDF13505,44824_7103,Effect of aluminum modification of rice straw–based biochar on arsenate adsorption,2020
PDF13506,41989_6977,Effects of steel slag amendments on accumulation of cadmium and arsenic by rice (Oryza sativa) in a historically contaminated paddy field,2020
PDF13507,50894_7758,Impacts of peat on nitrogen conservation and fungal community composition dynamics during food waste composting,2020
PDF13508,52699_7672,Product evaluation of hydrothermal carbonization of biomass: semi-continuous vs. batch feeding,2020
PDF13509,68323_11250,"Addition of recyclable biochar, compost and fibre clay to the growth medium layer for the cover system of mine tailings: a bioassay in a greenhouse",2020
PDF13510,39418_5461,UESO_A_1604890 1797..1807,2020
PDF13511,45154_6596,Cr(VI) Removal from Aqueous Solution Using a Magnetite Snail Shell,2020
PDF13512,39937_6109,Valorization of solid wastes from Dittrichia essential oil extraction as biosorbents for cadmium removal: biosorbent characterizations and isotherm modeling,2020
PDF13513,58446_9301,Biochar is an effective amendment to remediate Cd-contaminated soils—a meta-analysis,2020
PDF13514,38539_6389,"Effect of Zero-Valent Iron on Arsenic Uptake by Rice (Oryza sativa L.) and its Relationship with Iron, Arsenic, and Phosphorus in Soil and Iron Plaque",2020
PDF13515,41247_5686,Soil amendment in plastic greenhouse using modified biochar: soil bacterial diversity responses and microbial biomass carbon and nitrogen,2020
PDF13516,40836_6535,Effect of Manure Compost on Distribution of Cu and Zn in Rhizosphere Soil and Heavy Metal Accumulation by Brassica juncea,2020
PDF13517,26888_4361,Popped Rice Biochar and Superhydrophobic SiO2 / Popped Rice Biochar for Oil Adsorption,2020
PDF13518,46380_7075,Microsoft Word - 27-4150-11_5_.doc,2020
PDF13519,40974_6598,"Short-term effects of organic amendments on soil fertility and root growth of rubber trees on Hainan Island, China",2019
PDF13520,56060_7886,Stormwater management of biochar-amended green roofs: peak flow and hydraulic parameters using combined experimental and numerical investigation,2020
PDF13521,42989_7009,Bioaccumulation of potentially toxic elements in spinach grown on contaminated soils amended with organic fertilizers and their subsequent human health risk,2020
PDF13522,54171_8758,Effect of Biochar Produced from Mesquite on the Compaction Characteristics and Shear Strength of a Clayey Sand,2020
PDF13523,68256_10687,Integrated Application of Organic Amendments with Alcaligenes sp. AZ9 Improves Nutrient Uptake and Yield of Maize (Zea mays),2020
PDF13524,117432_20200,Soil-biochar-plant interaction: differences from the perspective of engineered and agricultural soils,2020
PDF13525,58638_9027,Accumulation characteristics of endosulfan soil residues in soybean and reduction in their phytoavailability by treatment with powdered activated carbon,2020
PDF13526,54949_9328,Hydrochar mitigates salt toxicity and oxidative stress in maize plants,2020
PDF13527,56161_7919,Hydrogel-rice husk biochar composite as an adsorbent for the removal of phenol and PNP from aqueous ,2020
PDF13528,51534_8262,The Manufacture and Characterisation of Rosid Angiosperm-Derived Biochars Applied to Water Treatment,2020
PDF13529,28181_4037,Immobilization of Cd and phosphorus utilization in eutrophic river sediments by biochar-supported nanoscale zero-valent iron,2020
PDF13530,169575_23159,Impact of agricultural management practices on soil carbon sequestration and its monitoring through simulation models and remote sensing techniques: A review,Not Found
PDF13531,66156_9554,"Impact of biochar on plant growth and uptake of ciprofloxacin, triclocarban and triclosan from biosolids",Not Found
PDF13532,73028_11326,Impacts of bamboo biochar on the phytoremediation potential of Salix psammophila grown in multi-metals contaminated soil,Not Found
PDF13533,42344_5704,Improvement of biochar capability in Cr immobilization via modification with chitosan and hematite a,2020
PDF13534,43521_6411,"Influence of Biochar on Soil Physicochemical Properties, Erosion Potential, and Maize (Zea mays L.) ",2020
PDF13535,33706_4727,Influence of biochar with loaded metal salts on the cracking of pyrolysis volatiles from corn straw,2020
PDF13536,50554_7575,Influence of pyrolysis temperature on the properties and environmental safety of heavy metals in chicken manure-derived biochars,Not Found
PDF13537,51559_7097,Influences of rice straw biochar and organic manure on forage soybean nutrient and Cd uptake,Not Found
PDF13538,33618_4671,Intercropping with Eclipta prostrata and Crassocephalum crepidioides decrease cadmium uptake of tomato seedlings,2020
PDF13539,51885_8188,Investigation of biochars application on potassium forms and dynamics in a calcareous soil under different moisture conditions,2020
PDF13540,50067_7500,Investigation of effective processes parameters on lead (II) adsorption from wastewater by biochar in mild air oxidation pyrolysis process,2020
PDF13541,138123_19335,"Hydrothermal Carbonization of Organic Waste and Biomass: A Review on Process, Reactor, and Plant Modeling",2020
PDF13542,54763_7838,Synthesis of Rice Husk-Derived Magnetic Biochar Through Liquefaction to Adsorb Anionic and Cationic Dyes from Aqueous Solutions,2020
PDF13543,33447_4998,Taguchi optimization of minimum quantity lubrication turning of AISI-4320 steel using biochar nanofluid,2020
PDF13544,96996_18990,12517_2020_5318_Article 1..20,2020
PDF13545,96561_14115,Ex situ evaluation of the effects of biochars on environmental and toxicological availabilities of metals and polycyclic aromatic hydrocarbons,2020
PDF13546,49136_7995,Changes in quantity and quality of organic matter in soil after application of poultry litter and poultry litter biochar—5-year field experiment,2020
PDF13547,48664_7749,Assessing biochar application to immobilize Cd and Pb in a contaminated soil: a field experiment under a cucumber–sweet potato–rape rotation,2020
PDF13548,50438_7702,Composting pig manure and sawdust with urease inhibitor: succession of nitrogen functional genes and bacterial community,2020
PDF13549,43782_6569,Fungal community succession under influence of biochar in cow manure composting,2020
PDF13550,44631_7164,Optimization of methane production in a swine manure–rice straw anaerobic co-digestion process with sycamore sawdust biochar application,2020
PDF13551,49684_7500,Spent mushroom substrate combined with alkaline amendment passivates cadmium and improves soil property,2020
PDF13552,77716_10322,"Role of biochar in promoting circular economy in the agriculture sector. Part 1: A review of the biochar roles in soil N, P and K cycles",2020
PDF13553,61678_8188,"Role of biochar in promoting circular economy in the agriculture sector. Part 2: A review of the biochar roles in growing media, composting and as soil amendment",2020
PDF13554,57621_8828,Response surface optimization of biodiesel synthesis over a novel biochar-based heterogeneous catalyst from cultivated (Musa sapientum) banana peels,2020
PDF13555,42934_6369,Use of biochar for the sorption of volatile organic compounds (VOCs) emitted from cattle manure,2020
PDF13556,41822_6439,Novel preparation of fungal conidiophores biomass as adsorbent for removal of phosphorus from aqueous solution,2020
PDF13557,59537_9287,FSE-20028-KN 1..16,2020
PDF13558,39040_5897,Comparison of plant Cd accumulation from a Cd-contaminated soil amended with biochar produced from various feedstocks,2020
PDF13559,75613_12473,Ameliorative Effects of Biochar on Rapeseed (Brassica napus L.) Growth and Heavy Metal Immobilization in Soil Irrigated with Untreated Wastewater,2019
PDF13560,39687_6746,Enhancing phosphorus availability in two variable charge soils by the amendments of crop straw biochars,2020
PDF13561,48706_7742,EDTAD-modified cassava stalks loaded with Fe3O4: highly efficient removal of Pb2+ and Zn2+ from aqueous solution,2020
PDF13562,63422_9751,Characterization of Bio-crude Liquor and Bio-oil Produced by Hydrothermal Carbonization of Seafood Waste,2019
PDF13563,51550_7702,Using Industrial Sewage Sludge-Derived Biochar to Immobilize Selected Heavy Metals in a Contaminated Calcareous Soil,2019
PDF13564,100649_13301,Hydrothermal production of algal biochar for environmental and fertilizer applications: a review,2020
PDF13565,71423_10527,Investigation of effectiveness of pine cone biochar activated with KOH for methyl orange adsorption and CO2 capture,2020
PDF13566,40634_6455,Synthesis modified biochar-based slow-release nitrogen fertilizer increases nitrogen use efficiency and corn (Zea mays L.) growth,2020
PDF13567,64755_11283,Integrative Application of Soil Conditioners and Bio-augmentation for Enhanced Heavy Metal Stabilization from Wastewater and Improved Growth of Nicotiana alata L. and Petunia hydrida L.,2020
PDF13568,49746_7712,The sorbed mechanisms of engineering magnetic biochar composites on arsenic in aqueous solution,2020
PDF13569,39888_5663,"Biochar–nZVI nanocomposite: optimization of grain size and Fe0 loading, application and removal mechanism of anionic metal species from soft water, hard water and groundwater",2020
PDF13570,44749_6444,Thermal conversion of flax shives through slow pyrolysis process: in-depth biochar characterization and future potential use,2020
PDF13571,48011_6929,A comparative study on rice husk and rice straw as bioresources for production of carbonaceous adsorbent and silica,2020
PDF13572,58879_9112,Suggested key variables for assessment of soil quality in urban roadside tree systems,2020
PDF13573,37773_5708,Selective removal of color substances by carbon-based adsorbents in livestock wastewater effluents,2020
PDF13574,46365_6645,Kinetic and mechanistic study of dye sorption onto renewable resource-based doped carbon prepared by a microwave-assisted method,2020
PDF13575,41650_5973,"Kinetic, equilibrium and thermodynamic investigations for the bio-sorption of dyes onto crosslinked Pleurotus ostreatus-based bio-composite",2020
PDF13576,44534_6951,b'KubaczyA_ski.pdf',2020
PDF13577,64106_10252,SoilSci2010010Kudeyarov.fm,2020
PDF13578,145697_25154,Biochar: a sustainable solution,2020
PDF13579,104229_18838,Selection of sustainable solutions for crop residue burning: an environmental issue in northwestern states of India,2020
PDF13580,31808_4904,SolfChem2006007Kumar.fm,2020
PDF13581,53489_8485,11368_2020_2573_Article 1983..1996,2020
PDF13582,58286_8636,Characterization of hazardous gases evolved from various biomass wastes during biochar production using TGA-MS,2020
PDF13583,47434_7939,Stabilization of toxic metals in three contaminated soils by residual impact of lime integrated with biochar and clays,2019
PDF13584,51038_7436,Factorial design of experiments for extraction and screening analysis of organic compounds in hydrochar and its process water of sugar cane bagasse and vinasse,2020
PDF13585,59587_9563,Effectiveness of innovative organic amendments in acid soils depends on their ability to supply P and alleviate Al and Mn toxicity in plants,2020
PDF13586,49248_7638,FSE-20001-LM 1..12,2020
PDF13587,39746_5673,Influence of the addition of carbon structures in cellulose cryogels,2020
PDF13588,47836_6672,Leaching of salt-affected soil amended by leonardite,2020
PDF13589,57838_9480,Application of amendments for the phytoremediation of a former mine technosol by endemic pioneer species: alder and birch seedlings,2020
PDF13590,68533_11975,"Effects of biochar, ochre and manure amendments associated with a metallicolous ecotype of Agrostis capillaris on As and Pb stabilization of a former mine technosol",2020
PDF13591,45126_7045,"Evaluation of direct and biochar carrier-based inoculation of Bacillus sp. on As- and Pb-contaminated technosol: effect on metal(loid) availability, Salix viminalis growth, and soil microbial diversity/activity",2020
PDF13592,66298_8988,SpringerPrint_0511_Acro7-8.joboptions,2020
PDF13593,51834_7868,Adsorption Mechanism and Structure-Performance Relationship of Chromium Ions by Biochar,2020
PDF13594,41943_6611,Applying modified biochar with nZVI/nFe3O4 to immobilize Pb in contaminated soil,2020
PDF13595,37567_5715,Biochar-related studies from 1999 to 2018: a bibliometrics-based review,2019
PDF13596,53544_8977,11368_2019_2445_Article 1..12,2019
PDF13597,48545_7122,Catalytic Hydroprocessing of White Pine Pyrolysis Bio-Oil over Cobalt-Molybdenum Carbide in a Continuous Packed-Bed Reactor,2020
